"*ContactName","EmailAddress","POAddressLine1","POAddressLine2","POAddressLine3","POAddressLine4","POCity","PORegion","POPostalCode","POCountry","*InvoiceNumber","Reference","*InvoiceDate","*DueDate","Total","InventoryItemCode","*Description","*Quantity","*UnitAmount","Discount","*AccountCode","*TaxType","TaxAmount","TrackingName1","TrackingOption1","TrackingName2","TrackingOption2","Currency","Branding Theme"
"0403 DARACON","","","","","","","","","","W37772","10,285","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI225893/1    XN15KO    37.02t    Fill Sand Will",37.02,9.999999999999998,"","411000","GST on Income",37.02,"","","","","",""
"0403 DARACON","","","","","","","","","","W37772","10,285","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI225904/1    XO25FD    36.84t    Fill Sand Will",36.84,9.999999999999998,"","411000","GST on Income",36.84,"","","","","",""
"0403 DARACON","","","","","","","","","","W37772","10,285","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI225907/1    3SNOOP    38.56t    Fill Sand Will",38.56,10,"","411000","GST on Income",38.56,"","","","","",""
"0403 DARACON","","","","","","","","","","W37772","10,285","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI225908/1    FHE620    37.60t    Fill Sand Will",37.6,10,"","411000","GST on Income",37.6,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI225999/1    MAD90H    50.82t    Ex MS Fill Sand - Grafil",50.82,10,"","411000","GST on Income",50.82,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226000/1    XN04YY    38.28t    Ex MS Fill Sand - Grafil",38.28,10,"","411000","GST on Income",38.28,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226005/1    3SNOOP    38.34t    Ex MS Fill Sand - Grafil",38.34,9.999999999999998,"","411000","GST on Income",38.34,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226009/1    CP90QH    37.36t    Ex MS Fill Sand - Grafil",37.36,10,"","411000","GST on Income",37.36,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226010/1    MAD90H    50.32t    Ex MS Fill Sand - Grafil",50.32,10,"","411000","GST on Income",50.32,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226015/1    XN04YY    36.72t    Ex MS Fill Sand - Grafil",36.72,10,"","411000","GST on Income",36.72,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226022/1    XN39KW    35.50t    Ex MS Fill Sand - Grafil",35.5,10,"","411000","GST on Income",35.5,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226025/1    3SNOOP    38.50t    Ex MS Fill Sand - Grafil",38.5,10,"","411000","GST on Income",38.5,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226031/1    CP90QH    36.74t    Ex MS Fill Sand - Grafil",36.74,9.999999999999998,"","411000","GST on Income",36.74,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226037/1    404DJW    31.84t    Ex MS Fill Sand - Grafil",31.84,10,"","411000","GST on Income",31.84,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226040/1    XN04YY    36.76t    Ex MS Fill Sand - Grafil",36.76,10.000000000000002,"","411000","GST on Income",36.76,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226042/1    4SNOOP    41.62t    Ex MS Fill Sand - Grafil",41.62,10,"","411000","GST on Income",41.62,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226044/1    XN39KW    34.82t    Ex MS Fill Sand - Grafil",34.82,10,"","411000","GST on Income",34.82,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226045/1    3SNOOP    38.56t    Ex MS Fill Sand - Grafil",38.56,10,"","411000","GST on Income",38.56,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226048/1    CP90QH    37.60t    Ex MS Fill Sand - Grafil",37.6,10,"","411000","GST on Income",37.6,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226050/1    404DJW    31.80t    Ex MS Fill Sand - Grafil",31.8,10,"","411000","GST on Income",31.8,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226051/1    XN04YY    36.70t    Ex MS Fill Sand - Grafil",36.7,10,"","411000","GST on Income",36.7,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226055/1    4SNOOP    42.18t    Ex MS Fill Sand - Grafil",42.18,10,"","411000","GST on Income",42.18,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226056/1    3SNOOP    38.16t    Ex MS Fill Sand - Grafil",38.16,10.000000000000002,"","411000","GST on Income",38.16,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226061/1    XN39KW    35.16t    Ex MS Fill Sand - Grafil",35.16,10.000000000000002,"","411000","GST on Income",35.16,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226063/1    XN04YY    34.26t    Ex MS Fill Sand - Grafil",34.26,10.000000000000002,"","411000","GST on Income",34.26,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226066/1    3SNOOP    38.34t    Ex MS Fill Sand - Grafil",38.34,9.999999999999998,"","411000","GST on Income",38.34,"","","","","",""
"4000 MACKAS SAND","","","","","","","","","","W37773","10,286","20/12/2023","19/01/2024","","OUT OF PIT:ex pit/f","WI226069/1    XN39KW    34.96t    Ex MS Fill Sand - Grafil",34.96,10,"","411000","GST on Income",34.96,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M37800","10,304","31/12/2023","30/01/2024","","OUT OF PIT:ex pit/f","Dec 2023 - Quantity 69,221.37",69221.37,10,"","411000","GST on Income",69221.37,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37797","10,290","07/01/2024","07/01/2024","","OUT OF PIT:ex pit/f","WI226294/1    CP90QH    36.54t    Fill Sand Will - Delivered by Robert to Campvale",36.54,18,"","411000","GST on Income",65.77,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M37801","10,313","31/01/2024","01/03/2024","","OUT OF PIT:ex pit/f","Jan 2024 - 58,141.40t Sand",58141.4,10,"","411000","GST on Income",58141.4,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170442/1    CP90QH    14.32t    Fill Sand S/Ash",14.32,9.999999999999998,"","411000","GST on Income",14.32,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170443/1    CP90QH    13.40t    Fill Sand S/Ash",13.4,10,"","411000","GST on Income",13.4,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170445/1    CP90QH    13.42t    Fill Sand S/Ash",13.42,10,"","411000","GST on Income",13.42,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170447/1    CP90QH    13.96t    Fill Sand S/Ash",13.96,9.999999999999998,"","411000","GST on Income",13.96,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170449/1    CP90QH    13.24t    Fill Sand S/Ash",13.24,10,"","411000","GST on Income",13.24,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170450/1    CP90QH    12.24t    Fill Sand S/Ash",12.24,10,"","411000","GST on Income",12.24,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170452/1    CP90QH    13.08t    Fill Sand S/Ash",13.08,10,"","411000","GST on Income",13.08,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170454/1    XN04YY    12.30t    Fill Sand S/Ash",12.3,10,"","411000","GST on Income",12.3,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170455/1    CP90QH    13.04t    Fill Sand S/Ash",13.04,10.000000000000002,"","411000","GST on Income",13.04,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170457/1    XN04YY    11.44t    Fill Sand S/Ash",11.44,10.000000000000002,"","411000","GST on Income",11.44,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170460/1    XN04YY    12.44t    Fill Sand S/Ash",12.44,10,"","411000","GST on Income",12.44,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170469/1    CB55FE    14.72t    Fill Sand S/Ash",14.72,9.999999999999998,"","411000","GST on Income",14.72,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170471/1    CB55FE    12.88t    Fill Sand S/Ash",12.88,10,"","411000","GST on Income",12.88,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170472/1    XN04YY    13.68t    Fill Sand S/Ash",13.68,10.000000000000002,"","411000","GST on Income",13.68,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37987","10,325","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170473/1    CB55FE    12.18t    Fill Sand S/Ash",12.18,10,"","411000","GST on Income",12.18,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170441/1    CB55FE    11.78t    Fill Sand Will",11.78,10,"","411000","GST on Income",11.78,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170444/1    CB55FE    12.38t    Fill Sand Will",12.38,10,"","411000","GST on Income",12.38,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170446/1    CB55FE    13.46t    Fill Sand Will",13.46,9.999999999999998,"","411000","GST on Income",13.46,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170448/1    CB55FE    13.72t    Fill Sand Will",13.72,9.999999999999998,"","411000","GST on Income",13.72,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170451/1    CB55FE    13.70t    Fill Sand Will",13.7,10,"","411000","GST on Income",13.7,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170453/1    CB55XY    12.96t    Fill Sand Will",12.96,9.999999999999998,"","411000","GST on Income",12.96,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170456/1    CB55FE    12.84t    Fill Sand Will",12.84,10,"","411000","GST on Income",12.84,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170458/1    CB55FE    12.08t    Fill Sand Will",12.08,10,"","411000","GST on Income",12.08,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170459/1    CB55FE    13.38t    Fill Sand Will",13.38,10,"","411000","GST on Income",13.38,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170462/1    CB55FE    12.82t    Fill Sand Will",12.82,9.999999999999998,"","411000","GST on Income",12.82,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170463/1    CB55FE    13.40t    Fill Sand Will",13.4,10,"","411000","GST on Income",13.4,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170464/1    CB55FE    12.62t    Fill Sand Will",12.62,10,"","411000","GST on Income",12.62,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170465/1    CB55FE    13.50t    Fill Sand Will",13.5,10,"","411000","GST on Income",13.5,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170466/1    CB55FE    12.68t    Fill Sand Will",12.68,10,"","411000","GST on Income",12.68,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170467/1    CB55FE    13.28t    Fill Sand Will",13.28,10.000000000000002,"","411000","GST on Income",13.28,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W37986","10,326","17/02/2024","17/02/2024","","OUT OF PIT:ex pit/f","SI170468/1    CB55FE    14.12t    Fill Sand Will",14.12,10,"","411000","GST on Income",14.12,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38029","10,328","29/02/2024","29/02/2024","","OUT OF PIT:ex pit/f","WI229076/1    X050IJ    11.16t    Fill Sand - Collected Ex Williamtown",11.16,10,"","411000","GST on Income",11.16,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38029","10,328","29/02/2024","29/02/2024","","OUT OF PIT:ex pit/f","WI229086/1    X050IJ    11.00t    Fill Sand - Collected Ex Williamtown",11,10,"","411000","GST on Income",11,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","W38028","10,329","29/02/2024","30/03/2024","","OUT OF PIT:ex pit/f","WI229609/1    XN69NV    28.10t    Fill Sand Will",28.1,10,"","411000","GST on Income",28.1,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M38031","10,377","29/02/2024","30/03/2024","","OUT OF PIT:ex pit/f","Feb 2024 - Total Quantity 74,704.26",74704.26,10,"","411000","GST on Income",74704.26,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38030","10,375","10/03/2024","10/03/2024","","OUT OF PIT:ex pit/f","WI230027/1    CP90QH    35.92t    Fill Sand Will",35.92,22,"","411000","GST on Income",79.02,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38030","10,375","10/03/2024","10/03/2024","","OUT OF PIT:ex pit/f","WI230056/1    CP90QH    37.58t    Fill Sand Will",37.58,22,"","411000","GST on Income",82.68,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38030","10,375","10/03/2024","10/03/2024","","OUT OF PIT:ex pit/f","WI230080/1    CP90QH    37.96t    Fill Sand Will",37.96,22,"","411000","GST on Income",83.51,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38030","10,375","10/03/2024","10/03/2024","","OUT OF PIT:ex pit/f","WI230123/1    CP90QH    37.92t    Fill Sand Will",37.92,22,"","411000","GST on Income",83.42,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M38032","10,378","31/03/2024","30/04/2024","","OUT OF PIT:ex pit/f","MArch 2024 - total quantity 75,850.73",75850.73,10.000000000000002,"","411000","GST on Income",75850.73,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M38034","10,390","30/04/2024","30/05/2024","","OUT OF PIT:ex pit/f","April 2024 -l quantity 66,512.98",66512.98,10.000000000000002,"","411000","GST on Income",66512.98,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","M38035","10,401","14/05/2024","14/05/2024","","expitfill/ceh","WI234090/1    CP90QH     12.52t    Fill Sand - Delivered to Williamtown RAAF Base",12.52,25,"","411000","GST on Income",31.3,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38315","10,409","14/05/2024","13/06/2024","","OUT OF PIT:ex pit/f","WI234090/1    CP90QH    12.52t    Fill Sand Will - delivered to RAAF Base Williamtown",12.52,10,"","411000","GST on Income",12.52,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38412","10,412","30/05/2024","29/06/2024","","OUT OF PIT:ex pit/f","WI234883/1    CP90QH    37.82t    Fill Sand Will",37.82,28.499999999999996,"","411000","GST on Income",107.79,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38412","10,412","30/05/2024","29/06/2024","","OUT OF PIT:ex pit/f","WI234884/1    XN39KW    35.12t    Fill Sand Will",35.12,28.5,"","411000","GST on Income",100.09,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38412","10,412","30/05/2024","29/06/2024","","OUT OF PIT:ex pit/f","WI234864/1    CP90QH    37.64t    Fill Sand Will",37.64,28.5,"","411000","GST on Income",107.27,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38412","10,412","30/05/2024","29/06/2024","","OUT OF PIT:ex pit/f","WI234865/1    XN39KW    34.72t    Fill Sand Will",34.72,28.5,"","411000","GST on Income",98.95,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M38582","10,439","31/05/2024","30/06/2024","","OUT OF PIT:ex pit/f","May 2024 - 71,891.19 tonne",71891.19,10,"","411000","GST on Income",71891.19,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38537","10,424","18/06/2024","18/07/2024","","OUT OF PIT:ex pit/f","WI236257/1    XN39KW    34.96t    Fill Sand Will - Delivered to Infrabuild Mayfield - PO # 24529",34.96,28.5,"","411000","GST on Income",99.64,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38537","10,424","18/06/2024","18/07/2024","","OUT OF PIT:ex pit/f","WI235890/1    XO32CQ    38.08t    Fill Sand Will - Delivered to Incitec Pivot, 39 Heran Road Koo...",38.08,28.5,"","411000","GST on Income",108.53,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170642/2    XO07LC    7.58t    Fill Sand S/Ash - Farm Usage",7.58,20,"","411000","GST on Income",15.16,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170643/4    XO07LC    7.36t    Fill Sand S/Ash - Farm Usage",7.36,19.999999999999996,"","411000","GST on Income",14.72,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170644/3    XO07LC    7.34t    Fill Sand S/Ash - Farm Usage",7.34,20.000000000000004,"","411000","GST on Income",14.68,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170640/1    XO07LC    7.96t    Fill Sand S/Ash - Farm Usage",7.96,20,"","411000","GST on Income",15.92,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","XO07LC   9.55t 20mm Gravel - Farm Usage",9.55,54.99999999999999,"","411000","GST on Income",52.53,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","XO07LC   9.60t 20mm Gravel - Farm Usage",9.6,55,"","411000","GST on Income",52.8,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","XO07LC   9.10t Roadbase - Farm Usage",9.1,42,"","411000","GST on Income",38.22,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","XO07LC   9.20t Roadbase - Farm Usage",9.2,42,"","411000","GST on Income",38.64,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/road b","4.85t Roadbase - Collected - Farm Usage",4.85,42,"","411000","GST on Income",20.37,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38538","10,425","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/road b","3t Roadbase - Collected - Farm Usage",3,42,"","411000","GST on Income",12.6,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236611/2    SOILS    26.48t    Ex MS Fill Sand - Grafil",26.48,10,"","411000","GST on Income",26.48,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236629/2    SOILS    26.80t    Ex MS Fill Sand - Grafil",26.8,10,"","411000","GST on Income",26.8,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236639/2    SOILS    27.20t    Ex MS Fill Sand - Grafil",27.2,10,"","411000","GST on Income",27.2,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236681/2    SOILS    27.12t    Ex MS Fill Sand - Grafil",27.12,10,"","411000","GST on Income",27.12,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236692/2    SOILS    27.26t    Ex MS Fill Sand - Grafil",27.26,10,"","411000","GST on Income",27.26,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236708/2    SOILS    27.06t    Ex MS Fill Sand - Grafil",27.06,10.000000000000002,"","411000","GST on Income",27.06,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236876/2    SOILS    27.32t    Ex MS Fill Sand - Grafil",27.32,10,"","411000","GST on Income",27.32,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236892/2    SOILS    27.70t    Ex MS Fill Sand - Grafil",27.7,10,"","411000","GST on Income",27.7,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236975/2    SOILS    27.24t    Ex MS Fill Sand - Grafil",27.24,10,"","411000","GST on Income",27.24,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236991/2    SOILS    27.52t    Ex MS Fill Sand - Grafil",27.52,10,"","411000","GST on Income",27.52,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236774/2    SOILS    27.40t    Ex MS Fill Sand - Grafil",27.4,10,"","411000","GST on Income",27.4,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236790/2    SOILS    27.18t    Ex MS Fill Sand - Grafil",27.18,10,"","411000","GST on Income",27.18,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236803/2    SOILS    27.26t    Ex MS Fill Sand - Grafil",27.26,10,"","411000","GST on Income",27.26,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI237000/2    SOILS    27.64t    Ex MS Fill Sand - Grafil",27.64,9.999999999999998,"","411000","GST on Income",27.64,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W38579","10,432","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI237009/2    SOILS    26.98t    Ex MS Fill Sand - Grafil",26.98,10,"","411000","GST on Income",26.98,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38580","10,433","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236577/1    XN39KW    34.56t    Fill Sand Will - Infrabuild Site Mayfield",34.56,28.5,"","411000","GST on Income",98.5,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W38580","10,433","30/06/2024","30/07/2024","","OUT OF PIT:ex pit/f","WI236594/1    XN39KW    34.86t    Fill Sand Will - Infrabuild Site Mayfield",34.86,28.5,"","411000","GST on Income",99.35,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38581","10,434","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170691/1    CP90QH    13.72t    Fill Sand S/Ash (charged 38t in total).",12.6666,25.000394738919677,"","411000","GST on Income",31.67,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W38581","10,434","30/06/2024","30/06/2024","","OUT OF PIT:ex pit/f","SI170693/1    CP90QH    11.92t    Fill Sand S/Ash",12.6666,25.000394738919677,"","411000","GST on Income",31.67,"","","","","",""
