"ItemCode","ItemName","PurchasesDescription","PurchasesUnitPrice","PurchasesAccount","PurchasesTaxRate","SalesDescription","SalesUnitPrice","SalesAccount","SalesTaxRate","InventoryAssetAccount","CostOfGoodsSoldAccount"
,,,,,,,,"1111101","",,
,,,,,,,,"3000","",,
,,,,,,,,"2122104","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"2122104","",,
,,,,,,,,"1111101","",,
,,,,,,,,"5121102","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1141199","",,
,,,,,,,,"1111101","",,
,,,,,,,,"5181101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"2122104","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"2122104","",,
,,,,,,,,"5171101","",,
,,,,,,,,"5121102","",,
,,,,,,,,"1141199","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1112101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1161104","",,
,,,,,,,,"1161104","",,
,,,,,,,,"1161104","",,
,,,,,,,,"1161104","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5111101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"3000","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5131101","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"3000","",,
,,,,,,,,"1112101","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5131112","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2122102","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1112101","",,
,,,,,,,,"3000","",,
,,,,,,,,"5191103","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5161101","",,
,,,,,,,,"2224104","",,
,,,,,,,,"1112101","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"2122104","",,
,,,,,,,,"1112101","",,
,,,,,,,,"1112102","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2122102","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5161101","",,
,,,,,,,,"2224104","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5111101","",,
,,,,,,,,"5121101","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1111101","",,
,,,,,,,,"1112101","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2224104","",,
,,,,,,,,"5131111","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5161101","",,
,,,,,,,,"2224104","",,
,,,,,,,,"5191103","",,
,,,,,,,,"1112102","",,
,,,,,,,,"5111101","",,
,,,,,,,,"2122102","",,
,,,,,,,,"5121101","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2224104","",,
,,,,,,,,"1112102","",,
,,,,,,,,"2122102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"2122104","",,
,,,,,,,,"1112101","",,
,,,,,,,,"4200001","",,
,,,,,,,,"1112101","",,
,,,,,,,,"4200001","",,
,,,,,,,,"1112101","",,
,,,,,,,,"1112102","",,
,,,,,,,,"1112101","",,
,,,,,,,,"5161101","",,
,,,,,,,,"2122104","",,
